"","fvegHW90mask","aetfeb_90m","cwdfeb_90m","pptfeb_90m","pptdjf_90m","pptjja_90m","tmnfeb_90m","tmxfeb_90m","tmxjja_90m","tmndjf_90m","longitude","latitude"
"186",15,42.3549995422363,3.53730010986328,85.0179977416992,78.4044036865234,1.85000002384186,5.95469999313354,15.1309995651245,30.2063999176025,5.77470016479492,-141404.178435,-39420.1076825
"187",15,42.3549995422363,3.53730010986328,85.0179977416992,78.4044036865234,1.85000002384186,5.95469999313354,15.1309995651245,30.2063999176025,5.77470016479492,-141404.178435,-39420.1076825
"188",15,42.3549995422363,3.53730010986328,85.0179977416992,78.4044036865234,1.85000002384186,5.95469999313354,15.1309995651245,30.2063999176025,5.77470016479492,-141404.178435,-39420.1076825
"189",2,46.5279998779297,0,74.0559997558594,69.3218002319336,1.97469997406006,5.62099981307983,15.5792999267578,31.1058006286621,5.29930019378662,-141383.548983,-39242.5657363
"190",5,44.310001373291,0,92.9459991455078,89.8442993164062,1.49600005149841,7.05200004577637,16.0450000762939,24.7115993499756,6.08869981765747,-180575.094968,-41378.1218703
"191",2,43.3339996337891,0.0386999994516373,61.0962982177734,56.7877998352051,1.47679996490479,4.77600002288818,15.8629999160767,30.6679992675781,3.94099998474121,-131453.260528,-42628.9756002
"192",2,43.3339996337891,0.0386999994516373,61.0962982177734,56.7877998352051,1.47679996490479,4.77600002288818,15.8629999160767,30.6679992675781,3.94099998474121,-131453.260528,-42628.9756002
"193",2,43.3339996337891,0.0386999994516373,61.0962982177734,56.7877998352051,1.47679996490479,4.77600002288818,15.8629999160767,30.6679992675781,3.94099998474121,-131453.260528,-42628.9756002
"194",2,43.3339996337891,0.0386999994516373,61.0962982177734,56.7877998352051,1.47679996490479,4.77600002288818,15.8629999160767,30.6679992675781,3.94099998474121,-131453.260528,-42628.9756002
"195",15,41.9492988586426,0.294699996709824,127.488700866699,126.72989654541,2.97810006141663,2.875,14.2923002243042,31.4911003112793,2.36400008201599,-515.489541022,-45657.2895753
"196",15,42.5519981384277,0,106.572303771973,104.628898620605,1.85780000686646,4.73799991607666,15.5286998748779,27.8148994445801,3.99469995498657,-148938.726504,-46849.6182672
"197",15,37.1257019042969,0,166.328002929688,167.556594848633,3.99539995193481,1.38469994068146,13.0333003997803,31.0970001220703,0.907700002193451,7061.33689737,-51261.5095579
"198",15,43.5077018737793,0,106.266296386719,104.012199401855,1.83290004730225,5.35200023651123,15.6436996459961,27.4743995666504,4.84810018539429,-161903.636712,-54091.3821615
