"","fvegHW90mask","bird90","mammal90","reptile90","aet_90m","cwd_90m","ppt_90m","pptdjf_90m","pptjja_90m","tmn_90m","tmx_90m","tmxjja_90m","tmndjf_90m","longitude","latitude"
"1",7,155,60,16,621.543273925781,346.206695556641,2406.85009765625,378.178985595703,31.7336006164551,6.28999996185303,18.3866996765137,25.2229995727539,3.09330010414124,-337179.59398,448974.609175
"2",7,134,62,17,539.313293457031,383.363311767578,2658.9267578125,426.484405517578,32.7899017333984,4.40999984741211,18.6233005523682,27.7588996887207,0.787400007247925,-329333.553113,448710.379104
"3",7,126,61,16,310.716705322266,433.029998779297,1627.16333007812,258.976593017578,19.7970008850098,2.94000005722046,13.0066995620728,21.8386001586914,-1.54260003566742,-278525.444257,447218.124489
"4",-128,128,61,16,382.796691894531,477.603302001953,1450.61328125,229.615905761719,17.2492008209229,3.85330009460449,14.5699996948242,23.532600402832,-0.743300020694733,-272217.892345,447140.674961
"5",7,130,62,16,566.763305664062,339.88330078125,2390.65673828125,392.463592529297,25.3117008209229,5.11329984664917,17.3033008575439,26.5587005615234,1.00789999961853,-313005.539998,447144.990205
"6",7,130,62,16,564.36328125,349.683288574219,2358.466796875,387.725311279297,24.7082996368408,4.69000005722046,17.4733009338379,26.8194007873535,0.531000018119812,-312673.457205,447537.161205
"7",7,131,63,16,452.466705322266,452.410003662109,1727.693359375,275.209808349609,17.7476997375488,4.21000003814697,18.2000007629395,27.8041000366211,0.0132999997586012,-297673.273438,446778.017087
"8",7,154,59,16,668.760009765625,289.673309326172,2928.58325195312,463.431396484375,36.967601776123,6.64669990539551,16.8966999053955,24.1410007476807,2.80719995498657,-334282.899481,447100.761726
"9",7,129,61,16,433.473297119141,482.073303222656,1371.36669921875,228.806900024414,16.5487003326416,4.67000007629395,15.6066999435425,24.6989002227783,-0.35139998793602,-269323.333087,446849.277306
"10",7,131,62,16,516.450012207031,424.239990234375,2434.78662109375,399.444610595703,26.4472007751465,5.45329999923706,17.1732997894287,26.3283996582031,1.41069996356964,-315477.420941,446869.133201
"11",7,158,60,16,695.559997558594,257.166687011719,2438.61010742188,382.186096191406,33.125,6.64330005645752,17.8533000946045,24.2633991241455,3.17339992523193,-341461.429793,446654.998004
"12",8,133,62,17,614.126708984375,340.583312988281,2889.693359375,457.653900146484,36.1623001098633,5.83669996261597,17.4832992553711,25.7532005310059,1.9938999414444,-330327.584135,446529.139943
"13",8,130,63,16,516.940002441406,359.440002441406,2467.28662109375,400.329895019531,28.8159008026123,5.41330003738403,16.073299407959,24.9706993103027,1.38010001182556,-318234.366107,446207.90433
"14",7,160,60,16,717.090026855469,277.799987792969,2396.79663085938,375.918212890625,32.5471000671387,6.4633002281189,18.0699996948242,24.6688003540039,3.01539993286133,-343198.532189,446296.359103
"15",15,158,61,17,295.386688232422,669.046691894531,542.923278808594,80.3102035522461,14.6716003417969,3.02329993247986,17.9633007049561,28.8498992919922,-2.87639999389648,-202549.55122,445758.154709
