"","fvegHW90mask","aetjan_90m","cwdjan_90m","pptjan_90m","pptdjf_90m","pptjja_90m","tmnjan_90m","tmxjan_90m","tmxjja_90m","tmndjf_90m","longitude","latitude"
"137",15,37.0180015563965,0.287000000476837,134.802993774414,122.22989654541,6.31059980392456,2.53870010375977,13.7557001113892,33.3137016296387,2.93099999427795,107298.310857118,-166085.712047007
"138",15,37.0180015563965,0.287000000476837,134.802993774414,122.22989654541,6.31059980392456,2.53870010375977,13.7557001113892,33.3137016296387,2.93099999427795,107298.310857118,-166085.712047007
"139",15,11.0283002853394,0,177.278701782227,162.538604736328,9.36110019683838,-1.94200003147125,8.50300025939941,27.9027004241943,-1.853600025177,108374.359409625,-162799.901358343
"140",15,11.0283002853394,0,177.278701782227,162.538604736328,9.36110019683838,-1.94200003147125,8.50300025939941,27.9027004241943,-1.853600025177,108374.359409625,-162799.901358343
"141",15,25.6979999542236,0.0529999993741512,171.889694213867,157.541305541992,3.73370003700256,1.24000000953674,12.4042997360229,32.1478996276855,1.47130000591278,-35085.6983264251,2299.01017116709
"142",15,25.7362995147705,0.0276999995112419,178.300003051758,165.56120300293,4.06160020828247,0.820699989795685,12.2777004241943,31.5596008300781,1.03390002250671,-28838.7388476652,-812.129828389268
"143",15,25.7362995147705,0.0276999995112419,178.300003051758,165.56120300293,4.06160020828247,0.820699989795685,12.2777004241943,31.5596008300781,1.03390002250671,-28838.7388476652,-812.129828389268
"144",15,14.2672996520996,0,193.211700439453,186.521392822266,6.17290019989014,-0.828000009059906,9.84869956970215,29.1711006164551,-0.834800004959106,-18376.5733033433,5178.95267567504
"145",7,14.6522998809814,0,192.630996704102,186.407592773438,5.93090009689331,-0.6942999958992,10.3706998825073,29.8651008605957,-0.601999998092651,-19080.8116217418,5675.23172931932
"146",7,17.9813003540039,0,195.719696044922,188.425598144531,5.74440002441406,0.0520000010728836,10.0532999038696,29.4859008789062,0.120399996638298,-23997.1071034104,5687.97901118966
"147",8,50.2620010375977,8.11800003051758,106.655296325684,96.2276992797852,0.819100022315979,6.28900003433228,18.7630004882812,26.3516006469727,6.2121000289917,71178.3669394994,-413303.577916132
"148",8,50.2620010375977,8.11800003051758,106.655296325684,96.2276992797852,0.819100022315979,6.28900003433228,18.7630004882812,26.3516006469727,6.2121000289917,71178.3669394994,-413303.577916132
"149",8,50.2620010375977,8.11800003051758,106.655296325684,96.2276992797852,0.819100022315979,6.28900003433228,18.7630004882812,26.3516006469727,6.2121000289917,71178.3669394994,-413303.577916132
"150",5,47.4339981079102,8.51270008087158,85.3676986694336,81.1080017089844,0.780099987983704,6.82670021057129,19.0249996185303,23.2714004516602,6.8814001083374,70437.2776386566,-416595.091748526
"151",15,19.1380004882812,0,124.236701965332,118.42130279541,2.48090004920959,2.12569999694824,13.1382999420166,32.9253997802734,2.41939997673035,-201375.535701947,102327.815767923
"152",2,24.7437000274658,0.0957000032067299,123.587303161621,121.487602233887,2.4818000793457,3.36129999160767,12.4910001754761,32.2186012268066,3.57870006561279,-194488.854841787,92722.5480787111
"153",2,24.7437000274658,0.0957000032067299,123.587303161621,121.487602233887,2.4818000793457,3.36129999160767,12.4910001754761,32.2186012268066,3.57870006561279,-194488.854841787,92722.5480787111
